[30918] \Global\NIS\0xBA8BD853\0x89CC3129
[31050] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_1_INTRO_ARGUE\Thug00
[31051] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_1_INTRO_ARGUE\Thug01
[31039] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_1_INTRO_PARKING
[31040] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_1_INTRO_PARKING\0x81C37FE1
[31041] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_1_INTRO_PARKING\Car
[31042] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_1_INTRO_PARKING\Pen
[31043] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_1_INTRO_PARKING\Ticket
[31044] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_1_INTRO_TOURIST
[31045] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_1_INTRO_TOURIST\0x81C37FE1
[31047] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_1_INTRO_TOURIST\Brochure
[31046] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_1_INTRO_TOURIST\Tourist
[31037] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_2_INTERROGATION
[31038] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_3_FINALE
[30973] \Global\NIS\DLC\Zodiac\0x5808BD1B
[30972] \Global\NIS\DLC\Zodiac\0x8A26880B
[30970] \Global\NIS\DLC\Zodiac\0xA75D871C
[30971] \Global\NIS\DLC\Zodiac\0xCF85D646
[30974] \Global\NIS\DLC\Zodiac\0xFB5E7E2D
[30978] \Global\NIS\DLC\Zodiac\GameMoments\0xF24D6782
[30983] \Global\NIS\DLC\Zodiac\GameMoments\EndGameZhang
[30982] \Global\NIS\DLC\Zodiac\GameMoments\EndGameZhangRuns
[30979] \Global\NIS\DLC\Zodiac\GameMoments\HelpingHandAmbush
[30980] \Global\NIS\DLC\Zodiac\GameMoments\KarlIntro
[30981] \Global\NIS\DLC\Zodiac\GameMoments\LastManStanding
[30975] \Global\NIS\DLC\Zodiac\GameMoments\TrialbyFireIntro
[30976] \Global\NIS\DLC\Zodiac\GameMoments\TrialbyFireRound2
[30977] \Global\NIS\DLC\Zodiac\GameMoments\TrialbyFireRound3
[30719] \Global\NIS\Dates\Dates\AMANDA_DATE_INTRO
[30721] \Global\NIS\Dates\Dates\AMANDA_DATE_INTRO\Amanda
[30720] \Global\NIS\Dates\Dates\AMANDA_DATE_INTRO\Wei
[30722] \Global\NIS\Dates\Dates\AMANDA_DATE_OUTRO
[30724] \Global\NIS\Dates\Dates\AMANDA_DATE_OUTRO\Amanda
[30723] \Global\NIS\Dates\Dates\AMANDA_DATE_OUTRO\Wei
[30725] \Global\NIS\Dates\Dates\ILYANA_DATE_INTRO
[30727] \Global\NIS\Dates\Dates\ILYANA_DATE_INTRO\Ilyana
[30726] \Global\NIS\Dates\Dates\ILYANA_DATE_INTRO\Wei
[30728] \Global\NIS\Dates\Dates\ILYANA_DATE_OUTRO
[30730] \Global\NIS\Dates\Dates\ILYANA_DATE_OUTRO\Ilyana
[30729] \Global\NIS\Dates\Dates\ILYANA_DATE_OUTRO\Wei
[30731] \Global\NIS\Dates\Dates\NOT_PING_DATE_INTRO
[30733] \Global\NIS\Dates\Dates\NOT_PING_DATE_INTRO\NOT_PING
[30732] \Global\NIS\Dates\Dates\NOT_PING_DATE_INTRO\Wei
[30734] \Global\NIS\Dates\Dates\NOT_PING_DATE_OUTRO
[30737] \Global\NIS\Dates\Dates\NOT_PING_DATE_OUTRO\0x1DF4CF07
[30736] \Global\NIS\Dates\Dates\NOT_PING_DATE_OUTRO\NOT_PING
[30735] \Global\NIS\Dates\Dates\NOT_PING_DATE_OUTRO\Wei
[30738] \Global\NIS\Dates\Dates\SANDRA_DATE_INTRO
[30740] \Global\NIS\Dates\Dates\SANDRA_DATE_INTRO\Sandra
[30739] \Global\NIS\Dates\Dates\SANDRA_DATE_INTRO\Wei
[30741] \Global\NIS\Dates\Dates\SANDRA_DATE_OUTRO
[30744] \Global\NIS\Dates\Dates\SANDRA_DATE_OUTRO\0xFF51B45A
[30743] \Global\NIS\Dates\Dates\SANDRA_DATE_OUTRO\Sandra
[30742] \Global\NIS\Dates\Dates\SANDRA_DATE_OUTRO\Wei
[30745] \Global\NIS\Dates\Dates\TIFFANY_DATE_INTRO
[30747] \Global\NIS\Dates\Dates\TIFFANY_DATE_INTRO\Tiffany
[30746] \Global\NIS\Dates\Dates\TIFFANY_DATE_INTRO\Wei
[30748] \Global\NIS\Dates\Dates\TIFFANY_DATE_OUTRO
[30750] \Global\NIS\Dates\Dates\TIFFANY_DATE_OUTRO\Tiffany
[30749] \Global\NIS\Dates\Dates\TIFFANY_DATE_OUTRO\Wei
[30911] \Global\NIS\Demo\0x7382A909
[30843] \Global\NIS\GameMoments\0x3186034C
[30847] \Global\NIS\GameMoments\0x3738B22A
[30840] \Global\NIS\GameMoments\0x4024248C
[30844] \Global\NIS\GameMoments\0x8FDF1DF6
[30845] \Global\NIS\GameMoments\0xB7B32657
[30842] \Global\NIS\GameMoments\0xFAD639C5
[30864] \Global\NIS\GameMoments\Amanda_BBC
[30865] \Global\NIS\GameMoments\Amanda_Temple
[30873] \Global\NIS\GameMoments\BadLuck_ChinLeaves
[30874] \Global\NIS\GameMoments\BadLuck_EnterMansion
[30852] \Global\NIS\GameMoments\BigHit_Route
[30875] \Global\NIS\GameMoments\BigSmileLee_FinalLeap
[30867] \Global\NIS\GameMoments\BuriedAlive_HorsefaceConv
[30866] \Global\NIS\GameMoments\BuriedAlive_HorsefaceIntro
[30868] \Global\NIS\GameMoments\BuriedAlive_Zi_Leaves
[30903] \Global\NIS\GameMoments\CivilDiscord_EnterCar
[30853] \Global\NIS\GameMoments\DebtCollection_Leap
[30846] \Global\NIS\GameMoments\ElectionEscape
[30841] \Global\NIS\GameMoments\ElectionLeapOfFaith
[30879] \Global\NIS\GameMoments\FightClub01_Round01
[30880] \Global\NIS\GameMoments\FightClub01_Round02
[30881] \Global\NIS\GameMoments\FightClub01_Round03
[30882] \Global\NIS\GameMoments\FightClub01_Round04
[30883] \Global\NIS\GameMoments\FightClub01_Round05
[30884] \Global\NIS\GameMoments\FightClub01_Round06
[30885] \Global\NIS\GameMoments\FightClub02_Round01
[30886] \Global\NIS\GameMoments\FightClub02_Round02
[30887] \Global\NIS\GameMoments\FightClub02_Round03
[30888] \Global\NIS\GameMoments\FightClub02_Round04
[30889] \Global\NIS\GameMoments\FightClub02_Round05
[30890] \Global\NIS\GameMoments\FightClub02_Round06
[30891] \Global\NIS\GameMoments\FightClub03_Round01
[30892] \Global\NIS\GameMoments\FightClub03_Round02
[30893] \Global\NIS\GameMoments\FightClub03_Round03
[30894] \Global\NIS\GameMoments\FightClub03_Round04
[30895] \Global\NIS\GameMoments\FightClub03_Round05
[30896] \Global\NIS\GameMoments\FightClub03_Round06
[30897] \Global\NIS\GameMoments\FightClub04_Round01
[30898] \Global\NIS\GameMoments\FightClub04_Round02
[30899] \Global\NIS\GameMoments\FightClub04_Round03
[30900] \Global\NIS\GameMoments\FightClub04_Round04
[30901] \Global\NIS\GameMoments\FightClub04_Round05
[30902] \Global\NIS\GameMoments\FightClub04_Round06
[30850] \Global\NIS\GameMoments\FinalKill_MarketFight
[30854] \Global\NIS\GameMoments\GoingUnder_2ndWave
[30855] \Global\NIS\GameMoments\GoingUnder_JackieWeiExit
[30849] \Global\NIS\GameMoments\HKIntroDocks_Fall
[30848] \Global\NIS\GameMoments\HKIntroDocks_Opening
[30876] \Global\NIS\GameMoments\HotShotStart_RaceIntro
[30877] \Global\NIS\GameMoments\HotShotStart_RaceOutro
[30878] \Global\NIS\GameMoments\HotShot_AceHotshotConv
[30871] \Global\NIS\GameMoments\JackieArrested_Docks
[30872] \Global\NIS\GameMoments\JackieArrested_TruckFight
[30904] \Global\NIS\GameMoments\Kidnapper2_GamblingDen
[30861] \Global\NIS\GameMoments\MiniBus_ConroyExit
[30859] \Global\NIS\GameMoments\MiniBus_FirstStop
[30860] \Global\NIS\GameMoments\MiniBus_PassengerExit
[30857] \Global\NIS\GameMoments\NewBoss_EscapeCops
[30838] \Global\NIS\GameMoments\NightMarketCourtyard
[30837] \Global\NIS\GameMoments\NightMarketDumpster
[30839] \Global\NIS\GameMoments\NightMarketFindMing
[30835] \Global\NIS\GameMoments\NightMarketLeapOfFaith
[30836] \Global\NIS\GameMoments\NightMarketPopMachineClimb
[30862] \Global\NIS\GameMoments\PendrewsBugs_Thief
[30863] \Global\NIS\GameMoments\PendrewsBugs_WinstonLeaves
[30870] \Global\NIS\GameMoments\Popstar1_Cops
[30858] \Global\NIS\GameMoments\SerialKiller1_Snitch
[30851] \Global\NIS\GameMoments\Sweatshop_Allies
[30869] \Global\NIS\GameMoments\UnclePo_PatsyChase
[30856] \Global\NIS\GameMoments\Wedding_Path
[30771] \Global\NIS\Jobs\NIS_DEBT_COLLECTION\DEBT_COLLECTION
[30774] \Global\NIS\Jobs\NIS_DEBT_COLLECTION\DEBT_COLLECTION\0x2B615561
[30773] \Global\NIS\Jobs\NIS_DEBT_COLLECTION\DEBT_COLLECTION\ROLAND_HO
[30772] \Global\NIS\Jobs\NIS_DEBT_COLLECTION\DEBT_COLLECTION\Wei
[30767] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_01_INTRO
[30753] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_01_LOSE
[30754] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_01_LOSE\Wei
[30751] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_01_WIN
[30752] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_01_WIN\Wei
[30768] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_02_INTRO
[30757] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_02_LOSE
[30758] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_02_LOSE\Wei
[30755] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_02_WIN
[30756] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_02_WIN\Wei
[30769] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_03_INTRO
[30761] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_03_LOSE
[30762] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_03_LOSE\Wei
[30759] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_03_WIN
[30760] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_03_WIN\Wei
[30770] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_04_INTRO
[30765] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_04_LOSE
[30766] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_04_LOSE\Wei
[30763] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_04_WIN
[30764] \Global\NIS\Jobs\NIS_FIGHT_CLUB\FIGHT_CLUB_04_WIN\Wei
[30792] \Global\NIS\Martial_Arts_School\Martial_Arts\0x91137511
[30795] \Global\NIS\Martial_Arts_School\Martial_Arts\0x91137511\0xC6D7AD4F
[30794] \Global\NIS\Martial_Arts_School\Martial_Arts\0x91137511\Sifu
[30793] \Global\NIS\Martial_Arts_School\Martial_Arts\0x91137511\Wei
[30829] \Global\NIS\Martial_Arts_School\Martial_Arts\MARTIAL_ARTS_CHOOSE_MOVE_01
[30830] \Global\NIS\Martial_Arts_School\Martial_Arts\MARTIAL_ARTS_CHOOSE_MOVE_02
[30831] \Global\NIS\Martial_Arts_School\Martial_Arts\MARTIAL_ARTS_CHOOSE_MOVE_03
[30832] \Global\NIS\Martial_Arts_School\Martial_Arts\MARTIAL_ARTS_SIFU_OUTRO
[30834] \Global\NIS\Martial_Arts_School\Martial_Arts\MARTIAL_ARTS_SIFU_OUTRO\Sifu
[30833] \Global\NIS\Martial_Arts_School\Martial_Arts\MARTIAL_ARTS_SIFU_OUTRO\Wei
[30796] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_01
[30798] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_01\Sifu
[30797] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_01\Wei
[30799] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_02
[30801] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_02\Sifu
[30800] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_02\Wei
[30802] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_03
[30804] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_03\Sifu
[30803] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_03\Wei
[30805] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_04
[30807] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_04\Sifu
[30806] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_04\Wei
[30808] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_05
[30810] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_05\Sifu
[30809] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_05\Wei
[30811] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_06
[30813] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_06\Sifu
[30812] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_06\Wei
[30814] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_07
[30816] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_07\Sifu
[30815] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_07\Wei
[30817] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_08
[30819] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_08\Sifu
[30818] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_08\Wei
[30820] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_09
[30822] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_09\Sifu
[30821] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_09\Wei
[30823] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_10
[30825] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_10\Sifu
[30824] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_10\Wei
[30826] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_11
[30828] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_11\Sifu
[30827] \Global\NIS\Martial_Arts_School\Martial_Arts\NIS_MARTIAL_ARTS_STATUETTE_11\Wei
[30791] \Global\NIS\Races\Race\RACE_START_01
[30790] \Global\NIS\Races\Race\RACE_START_DEMO
[30905] \Global\NIS\Undercover\0x1EE1F43B
[30906] \Global\NIS\Undercover\0x622EEBB1
[30909] \Global\NIS\Undercover\0x64F124CE
[30908] \Global\NIS\Undercover\0x7ABE7D50
[30910] \Global\NIS\Undercover\0x891DB4FF
[30907] \Global\NIS\Undercover\0xA6EB5E55
