[1409] \Global\Bouncer\Behaviour\Idle\Hangout
[251] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun\RangedAttackShotgun
[252] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun\RangedAttackShotgun\WaitAfterFiringShotgun
[239] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic
[240] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic
[242] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\FireWeapon
[243] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\Wait
[241] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic\WaitAfterFiringAutomatic
[236] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringCombatShotgun
[237] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun
[238] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun\WaitAfterFiringCombatShotgun
[230] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringGrenadeLauncher
[231] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher
[232] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher\WaitAfterFiringGrenadeLauncher
[244] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringPistol
[245] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringPistol\RangedAttackPistol
[246] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringPistol\RangedAttackPistol\WaitAfterFiringPistol
[233] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringShotgun
[234] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringShotgun\RangedAttackShotgun
[235] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringShotgun\RangedAttackShotgun\WaitAfterFiringShotgun
[266] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\Util\AttackRightsSpawn\AlwaysMiss
[265] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\Util\AttackRightsSpawn\AttackRightsAcquired
[185] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack
[189] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack
[225] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\Dummy
[190] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp
[217] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic
[218] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic
[220] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\FireWeapon
[221] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\Wait
[219] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\WaitAfterFiringAutomatic
[214] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringCombatShotgun
[215] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun
[216] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun\WaitAfterFiringCombatShotgun
[208] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringGrenadeLauncher
[209] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher
[210] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher\WaitAfterFiringGrenadeLauncher
[222] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringPistol
[223] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringPistol\RangedAttackPistol
[224] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringPistol\RangedAttackPistol\WaitAfterFiringPistol
[211] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun
[212] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun\RangedAttackShotgun
[213] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun\RangedAttackShotgun\WaitAfterFiringShotgun
[200] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic
[201] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic
[203] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\FireWeapon
[204] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\Wait
[202] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic\WaitAfterFiringAutomatic
[197] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringCombatShotgun
[198] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun
[199] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun\WaitAfterFiringCombatShotgun
[191] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringGrenadeLauncher
[192] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher
[193] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher\WaitAfterFiringGrenadeLauncher
[205] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringPistol
[206] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringPistol\RangedAttackPistol
[207] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringPistol\RangedAttackPistol\WaitAfterFiringPistol
[194] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringShotgun
[195] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringShotgun\RangedAttackShotgun
[196] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringShotgun\RangedAttackShotgun\WaitAfterFiringShotgun
[227] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\Util\AttackRightsSpawn\AlwaysMiss
[226] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Attack\RangedAttack\Util\AttackRightsSpawn\AttackRightsAcquired
[228] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Done
[186] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Wait
[188] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\WaitForAttackRights
[187] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedOpportunityAttack\OpportunityAttack\Wait\Abort
[364] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\GetToPositionToDefend\GetToPositionToDefend
[370] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\Idle\Idle
[270] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\OpportunisticMeleeAttack\OpportunisticMeleeAttack
[280] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\Default\Dummy
[278] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\Default\InRange\Attack
[277] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\Default\InRange\Defending
[279] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\Default\MoveIn
[276] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\Default\TargetNotAttackable
[281] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\Dummy
[275] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\MidRange\Dummy
[273] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\MidRange\InRange\Attack
[272] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\MidRange\InRange\Defending
[274] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\MidRange\MoveIn
[271] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\MidRange\TargetNotAttackable
[361] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\Dummy
[326] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\StandUp
[353] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic
[354] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic
[356] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\FireWeapon
[357] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\Wait
[355] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\WaitAfterFiringAutomatic
[350] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringCombatShotgun
[351] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun
[352] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun\WaitAfterFiringCombatShotgun
[344] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringGrenadeLauncher
[345] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher
[346] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher\WaitAfterFiringGrenadeLauncher
[358] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringPistol
[359] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringPistol\RangedAttackPistol
[360] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringPistol\RangedAttackPistol\WaitAfterFiringPistol
[347] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun
[348] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun\RangedAttackShotgun
[349] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPosition\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun\RangedAttackShotgun\WaitAfterFiringShotgun
