[6195] \Global\Thug\MasterSpawn
[7456] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\CT3\Increment
[7458] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\CT4
[7460] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\CT4\Decay
[7459] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\CT4\Increment
[7461] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\CT5
[7463] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\CT5\Decay
[7462] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\CT5\Increment
[7464] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\CT6
[7466] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\CT6\Decay
[7465] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\CT6\Increment
[7467] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\CT7
[7469] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\CT7\Decay
[7468] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\CT7\Increment
[7470] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\CT8
[7472] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\CT8\Decay
[7471] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\CT8\Increment
[7473] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\CT9
[7474] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\CT9\Decay
[7475] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\CountersAttempted\Queries\DefaultDetectedActionConditions
[7476] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT0
[7477] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT0\Increment
[7478] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT1
[7480] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT1\Decay
[7479] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT1\Increment
[7481] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT2
[7483] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT2\Decay
[7482] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT2\Increment
[7484] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT3
[7486] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT3\Decay
[7485] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT3\Increment
[7487] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT4
[7489] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT4\Decay
[7488] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT4\Increment
[7490] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT5
[7492] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT5\Decay
[7491] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT5\Increment
[7493] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT6
[7495] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT6\Decay
[7494] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT6\Increment
[7496] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT7
[7498] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT7\Decay
[7497] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT7\Increment
[7499] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT8
[7501] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT8\Decay
[7500] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT8\Increment
[7502] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT9
[7503] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\GrabsAttempted\GT9\Decay
[7413] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\MasterSpawn
[7445] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\Queries\DefendHighActionReqRandomWeight
[7443] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\Queries\DefendLowActionReqRandomWeight
[7444] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\Queries\DefendMidActionReqRandomWeight
[7442] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\Queries\DefendNoneActionReqRandomWeight
[7414] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST0
[7415] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST0\Increment
[7416] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST1
[7418] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST1\Decay
[7417] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST1\Increment
[7419] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST2
[7421] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST2\Decay
[7420] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST2\Increment
[7422] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST3
[7424] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST3\Decay
[7423] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST3\Increment
[7425] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST4
[7427] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST4\Decay
[7426] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST4\Increment
[7428] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST5
[7430] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST5\Decay
[7429] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST5\Increment
[7431] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST6
[7433] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST6\Decay
[7432] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST6\Increment
[7434] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST7
[7436] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST7\Decay
[7435] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST7\Increment
[7437] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST8
[7439] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST8\Decay
[7438] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST8\Increment
[7440] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST9
[7441] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\StrikesAttempted\ST9\Decay
[7518] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\Ticker\AddCounter
[7517] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\Ticker\AddGrab
[7515] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\Ticker\AddStrikes
[7516] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\Ticker\AddStrikes\Tick
[7514] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\Ticker\AddTokenToPool
[7513] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\TokensAvailable\T0
[7512] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\TokensAvailable\T1
[7511] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\TokensAvailable\T2
[7510] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\TokensAvailable\T3
[7509] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\TokensAvailable\T4
[7508] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\TokensAvailable\T5
[7507] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\TokensAvailable\T6
[7506] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\TokensAvailable\T7
[7505] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\TokensAvailable\T8
[7504] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\BehaviourWeighting\TokensAvailable\T9
[6506] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\ChaseInVehicle\FindVehicle\FindNearbyVehicle
[6515] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\ChaseInVehicle\FindVehicle\FindNearbyVehicle\SetupTarget\FindVehicleAndSeat
[6508] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\ChaseInVehicle\FindVehicle\FindNearbyVehicle\Spawn\Behaviour
[6509] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\ChaseInVehicle\FindVehicle\FindNearbyVehicle\Spawn\Behaviour\Align
[6513] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\ChaseInVehicle\FindVehicle\FindNearbyVehicle\Spawn\Behaviour\InteractionPointPathfind\Jog
[6512] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\ChaseInVehicle\FindVehicle\FindNearbyVehicle\Spawn\Behaviour\InteractionPointPathfind\Run
[6514] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\ChaseInVehicle\FindVehicle\FindNearbyVehicle\Spawn\Behaviour\InteractionPointPathfind\Walk
[6510] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\ChaseInVehicle\FindVehicle\FindNearbyVehicle\Spawn\Behaviour\Request\EnterVehicle\EnterBike
[6511] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\ChaseInVehicle\FindVehicle\FindNearbyVehicle\Spawn\Behaviour\Request\EnterVehicle\EnterVehicle
[6507] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\ChaseInVehicle\FindVehicle\FindNearbyVehicle\Spawn\Wait
[7360] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatIdle\Idle
[7361] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatIdle\Idle\Stance\CombatStance
[7362] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatIdle\Idle\Stance\Idle
[6422] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatReactions\CombatShock_OLD\CombatShock
[6416] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatReactions\Disabled\Downed
[6418] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatReactions\Disabled\Grappled
[6417] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatReactions\Disabled\Stunned
[6424] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatReactions\Gloat\GloatKnockdown
[6423] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatReactions\Gloat\GloatVictory
[6419] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatReactions\GroupIntimidate\Success
[6420] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatReactions\GroupIntimidate\Success\Flee
[6426] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatReactions\GunReactions\ReactToGunFiredNearMe
[6427] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatReactions\GunReactions\ReactToGunFiredNearMe\Speech
[6428] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatReactions\GunReactions\ReactToGunPointedAtMe
[6429] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatReactions\GunReactions\ReactToGunPointedNearMe
[6430] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatReactions\GunReactions\ReactToGunPointedNearMe\Speech
[6421] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatReactions\Intimidated\Afraid
[6414] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatReactions\JiangShiNapTime
[6415] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatReactions\OnFire\SetFlee
[6425] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\CombatReactions\ReactToAlliedHit
[6653] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\Crouch
[6652] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\GetToPositionToDefend\GetToPositionToDefend
[6654] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\Idle\Idle
[6558] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\OpportunisticMeleeAttack\OpportunisticMeleeAttack
[6568] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\Default\Dummy
[6566] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\Default\InRange\Attack
[6565] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\Default\InRange\Defending
[6567] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\Default\MoveIn
[6564] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\Default\TargetNotAttackable
[6569] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\Dummy
[6563] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\MidRange\Dummy
[6561] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\MidRange\InRange\Attack
[6560] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\MidRange\InRange\Defending
[6562] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\MidRange\MoveIn
[6559] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\OpportunisticMeleeAttack\OpportunisticMeleeAttack\Attacks\MeleeAttack\MidRange\TargetNotAttackable
[6649] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\Dummy
[6614] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp
[6641] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic
[6642] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic
[6644] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\FireWeapon
[6645] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\Wait
[6643] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\DefendPositionCrouched\RangedAttack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\WaitAfterFiringAutomatic
